title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelid,final_1688_link,price judge,上传日期,itemid,最大价格,同款要求,空置，该列请勿删除，否则会导致数据错乱,l4
"9月化妆品热销常规品- [Shopee siêu rẻ] SACE LADY 防汗眼线笔 Chảy mịn, khô nhanh, không lem, dễ tẩy 眼影",Bút kẻ mắt đen,1.37 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpw2o92kq3gi45,http://shopee.vn/product/1649910839/54962799640,Makeup,眼部彩妆,IVCN2026082412650,'386110764439,https://detail.1688.com/offer/961098110467.html?fro,1688三档价,2026/8/24,'54962799640,1.37 ,100%同款,,眼线
9月化妆品热销常规品- 【特价】SKINTIFIC 胜肽亮唇精华/润唇膏/唇彩/唇釉/唇部美白,11U DUSTY ROSE,0.80 ,https://cf.shopee.ph/file/ph-11134207-820la-mphstj5u4y6l3b,http://shopee.ph/product/1407372363/55001615749,Makeup,唇部彩妆,IVCN2026082412652,'411049317720,https://detail.1688.com/offer/1055530418515.html?fro,1688三档价,2026/8/24,'55001615749,0.80 ,100%同款,,唇彩
9月化妆品热销品牌品- Judydoll 纤细卷翘睫毛膏 3克,.#01 Black,12.77 ,https://cf.shopee.vn/file/sg-11134275-8262v-ml7pfyz95og020,http://shopee.vn/product/193849872/55106631914,Makeup,眼部彩妆,IVCN2026082412654,'335596328378,https://detail.1688.com/offer/973534511403.html?fromkv=c,1688三档价,2026/8/24,'55106631914,12.77 ,100%同款,,睫毛膏
9月化妆品热销常规品- GIRLS CRUSH 持久遮瑕膏 8克,#06,6.72 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mmk4a1hj0u841e,http://shopee.vn/product/358037776/55110100256,Makeup,面部彩妆,IVCN2026082412656,'254228812859,,爆品竞价,2026/8/24,'55110100256,6.72 ,相似款,,遮瑕
9月化妆品热销常规品- 全新 KIKO 3D 镜面唇釉 6.5ml 唇彩,22#,3.46 ,https://cf.shopee.ph/file/sg-11134201-820m0-mnlazo0tx2is03,http://shopee.ph/product/211991320/55159626856,Makeup,唇部彩妆,IVCN2026082413973,'350850742781,https://detail.1688.com/offer/1074240824411.html?fromkv=cb,1688三档价,2026/8/24,'55159626856,3.46 ,100%同款（LFF）,,唇蜜
9月化妆品热销常规品- 全新 KIKO 3D 镜面唇釉 6.5ml 唇彩,32 Ros Merah Jambu Semula Jadi,3.34 ,https://cf.shopee.ph/file/sg-11134201-820lz-mnlazeec426g1e,http://shopee.ph/product/211991320/55159626856,Makeup,唇部彩妆,IVCN2026082413973,'350850742772,https://detail.1688.com/offer/1074240824411.html?fromkv=cb,1688三档价,2026/8/24,'55159626856,3.34 ,100%同款（LFF）,,唇蜜
9月化妆品热销常规品- 全新 KIKO 3D 镜面唇釉 6.5ml 唇彩,32 Ros Merah Jambu Semula Jadi,3.34 ,https://cf.shopee.ph/file/sg-11134201-820lz-mnlazeec426g1e,http://shopee.ph/product/211991320/55159626856,Makeup,唇部彩妆,IVCN2026082413973,'350850742772,https://detail.1688.com/offer/1074240824411.html?fromkv=cb,1688三档价,2026/8/24,'55159626856,3.34 ,100%同款（LFF）,,唇蜜
9月化妆品热销常规品- 【支持快递】骑士独角兽花语腮红（2026版）,Má uni 04,28.56 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpmqbwexhn2m0b,http://shopee.vn/product/9473911/55161356603,Makeup,面部彩妆,IVCN2026082412658,'307656234943,,爆品竞价,2026/8/24,'55161356603,28.56 ,相似款,,腮红
9月化妆品热销品牌品- 【买三付二】露得清深层清洁胶束净肤水 400ml 三件装（有效期至 2027 年 5 月）,[MUA 3 TÍNH TIỀN 2] Combo 3 Nước tẩy trang Neutrogena Deep Clean micellar purifying water 400ml (HSD 05/2027),9.95 ,https://cf.shopee.vn/file/sg-11134201-825a3-mre5b83bnsp31f,http://shopee.vn/product/1657737751/55261512597,Makeup,卸妆用品,IVCN2026082412660,'421000798810,,爆品竞价,2026/8/24,'55261512597,9.95 ,100%同款,,卸妆用品
9月化妆品热销常规品- CHEMIST SHEA 持久不脱色唇釉,BERRY + COFFEE,9.00 ,https://cf.shopee.ph/file/ph-11134207-820ld-mqtskzhbgwlf9c,http://shopee.ph/product/1880895947/55264195544,Makeup,唇部彩妆,IVCN2026082412662,'371222853590,https://detail.1688.com/offer/1067413498990.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'55264195544,9.00 ,相似款（LFF）,,唇釉
9月化妆品热销常规品- CHEMIST SHEA 持久不脱色唇釉,BERRY+ TRUFFLE,9.00 ,https://cf.shopee.ph/file/ph-11134207-820lf-mqtsdk2uabrh22,http://shopee.ph/product/1880895947/55264195544,Makeup,唇部彩妆,IVCN2026082412662,'371222853586,https://detail.1688.com/offer/1067413498990.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'55264195544,9.00 ,相似款（LFF）,,唇釉
9月化妆品热销品牌品- AZTK 二合一哑光亮泽唇釉 1.9克 - 柔滑、持久、不拔干，1.9克,CD06,14.13 ,https://cf.shopee.vn/file/cn-11134207-820l4-mmvdf1osmrcxcf,http://shopee.vn/product/1431102203/55355016725,Makeup,唇部彩妆,IVCN2026082413976,'430757228960,https://detail.1688.com/offer/941890571194.html?fro,1688三档价,2026/8/24,'55355016725,14.13 ,相似款,,唇蜜
9月化妆品热销品牌品- AZTK 二合一哑光亮泽唇釉 1.9克 - 柔滑、持久、不拔干，1.9克,CD06,14.13 ,https://cf.shopee.vn/file/cn-11134207-820l4-mmvdf1osmrcxcf,http://shopee.vn/product/1431102203/55355016725,Makeup,唇部彩妆,IVCN2026082413976,'430757228960,https://detail.1688.com/offer/941890571194.html?fro,1688三档价,2026/8/24,'55355016725,14.13 ,相似款,,唇蜜
9月化妆品热销常规品- JARY 梦幻之星 12 色眼影盘,03 Beige Peach,18.65 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mlrom4y5r6rz2c,http://shopee.vn/product/59375295/55358244987,Makeup,眼部彩妆,IVCN2026082412665,'330732816842,,爆品竞价,2026/8/24,'55358244987,18.65 ,相似款,,眼影
9月化妆品热销常规品- CARSLAN 控油液体粉底液 持久遮瑕 防尘 自然妆前乳,Hỗn hợp trắng đồng nhất P01,14.70 ,https://cf.shopee.vn/file/sg-11134201-82618-mma13n6at1qg10,http://shopee.vn/product/683825256/55459490178,Makeup,面部彩妆,IVCN2026082413978,'216385490273,,爆品竞价,2026/8/24,'55459490178,14.70 ,相似款,,粉底
9月化妆品热销常规品- CARSLAN 控油液体粉底液 持久遮瑕 防尘 自然妆前乳,Hỗn hợp trắng đồng nhất P01,14.70 ,https://cf.shopee.vn/file/sg-11134201-82618-mma13n6at1qg10,http://shopee.vn/product/683825256/55459490178,Makeup,面部彩妆,IVCN2026082413978,'216385490273,,爆品竞价,2026/8/24,'55459490178,14.70 ,相似款,,粉底
9月化妆品热销品牌品- NARS腮红/无滑石粉腮红 4.8克,SEX FANTASY,20.00 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mogqw6rynswd72,http://shopee.vn/product/1679132482/55506346789,Makeup,面部彩妆,IVCN2026082412667,'435573527759,,爆品竞价,2026/8/24,'55506346789,20.00 ,100%同款,,腮红
9月化妆品热销常规品- 【花之诱惑】妆前乳，30克，保湿，遮盖毛孔，持久妆效，植物萃取,30g+Refill 30g,24.74 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mp7j8dwu87wu01,http://shopee.vn/product/1822709257/55511832565,Makeup,面部彩妆,IVCN2026082412669,'441027348613,,爆品竞价,2026/8/24,'55511832565,24.74 ,相似款,,妆前乳
9月化妆品热销常规品- 【花之诱惑】妆前乳，30克，保湿，遮盖毛孔，持久妆效，植物萃取,30g,11.19 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mp7j8bhlv8xt92,http://shopee.vn/product/1822709257/55511832565,Makeup,面部彩妆,IVCN2026082412669,'441027348612,,爆品竞价,2026/8/24,'55511832565,11.19 ,相似款,,妆前乳
9月化妆品热销常规品- Carslan 正品控油24小时哑光持久防水防汗高级定妆粉,PP Kiềm Dầu - Tím2.0,10.87 ,https://cf.shopee.vn/file/sg-11134201-823rb-mpacv52i1x4wc3,http://shopee.vn/product/1256902941/55561968153,Makeup,面部彩妆,IVCN2026082412672,'441040623511,,爆品竞价,2026/8/24,'55561968153,10.87 ,相似款,,蜜粉
9月化妆品热销常规品- 【新色号】Alternativestereo Lip Potion 焦糖釉色唇膏 - 韩国直邮 #sugarlipstick #glowylipstick #douyinlipstick,01 Caramen sữa,3.90 ,https://cf.shopee.vn/file/sg-11134207-81zww-mihiw6s9uzgm0b,http://shopee.vn/product/1472544554/55603386052,Makeup,唇部彩妆,IVCN2026082412674,'415325680635,https://detail.1688.com/offer/1012765847852.html?fromkv=,1688三档价,2026/8/24,'55603386052,3.90 ,相似款,,唇釉
9月化妆品热销常规品- YSL明彩光采气垫粉底液 - 正装，限量版粉色，YSL黑肌肤专用气垫粉底液,Black #B20-14g,20.00 ,https://cf.shopee.vn/file/vn-11134207-81ztc-moqfh980icjwfa,http://shopee.vn/product/1654639288/55604717392,Makeup,面部彩妆,IVCN2026082412676,'302336207816,,爆品竞价,2026/8/24,'55604717392,20.00 ,相似款,,粉底
9月化妆品热销常规品- YSL明彩光采气垫粉底液 - 正装，限量版粉色，YSL黑肌肤专用气垫粉底液,Black #B20-5g,42.88 ,https://cf.shopee.vn/file/vn-11134207-81ztc-moqfh980icjwfa,http://shopee.vn/product/1654639288/55604717392,Makeup,面部彩妆,IVCN2026082412676,'302336207815,,爆品竞价,2026/8/24,'55604717392,42.88 ,相似款,,粉底
9月化妆品热销常规品- 【现货】MBM Master Mattes 眼影盘：原版,[READY STOCK MY] MBM Master Mattes Eyeshadow Palette: The Original,47.00 ,https://cf.shopee.com.my/file/sg-11134201-81zwj-mmkg62v4fg90ff,http://shopee.com.my/product/185174218/55608140746,Makeup,眼部彩妆,IVCN2026082412679,'445722665062,https://detail.1688.com/offer/1062560038833.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'55608140746,47.00 ,相似款（LFF）,,眼影
9月化妆品热销常规品- 防水眼线印章笔，旋转式飞翼眼线笔，防晕染，持久眼妆工具,"Preto +Castanho,1 Pc",8.86 ,https://cf.shopee.com.br/file/sg-11134201-823qw-mpbzl9z4efwucc,http://shopee.com.br/product/1268957093/55612037593,Makeup,眼部彩妆,IVCN2026082412681,'356046530282,,爆品竞价,2026/8/24,'55612037593,8.86 ,相似款,,眼线
9月化妆品热销常规品- Spenny 柔雾烘焙腮红,922 Hồng rosy,17.27 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpnoivj79te3dc,http://shopee.vn/product/4842566/55612497471,Makeup,面部彩妆,IVCN2026082412683,'336085939708,,爆品竞价,2026/8/24,'55612497471,17.27 ,相似款,,腮红
9月化妆品热销常规品- IGOODCO 78色珠光哑光眼影唇彩高光腮红修容多功能书型眼影盘,78 Color-5 Pages,23.00 ,https://cf.shopee.com.my/file/my-11134207-820li-mop4lmihqwhsef,http://shopee.com.my/product/575982587/55661143579,Makeup,眼部彩妆,IVCN2026082412685,'435971402748,https://detail.1688.com/offer/1013826662894.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'55661143579,23.00 ,相似款（LFF）,,眼影
9月化妆品热销常规品- 钻石炸弹全钻面纱 | 多少克拉？（单颗重量：2.8 克）,Diamond Bomb All-Over Diamond Veil | How Many Carats? (Size Pod: 2.8 Gram),26.00 ,https://cf.shopee.com.my/file/sg-11134201-825au-mrjuw7um0r9dcd,http://shopee.com.my/product/39326808/55663995373,Makeup,其他,IVCN2026082412687,'386208002704,https://detail.1688.com/offer/1036334274275.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'55663995373,26.00 ,相似款（LFF）,,其他
9月化妆品热销品牌品- Colorkey 卸妆水（油性）是一款适用于所有肤质的双层卸妆产品，容量为 500 毫升。,500ml,5.47 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqkad6opd2pt59,http://shopee.vn/product/776074609/55700097029,Makeup,卸妆用品,IVCN2026082412689,'435008815932,,爆品竞价,2026/8/24,'55700097029,5.47 ,100%同款,,卸妆用品
9月化妆品热销品牌品- AZTK 亮泽唇膏，1.9克，令双唇柔软、滋润、自然保湿。,"MJ02,MJ104",23.46 ,https://cf.shopee.vn/file/cn-11134207-820l4-mi02kkw46ozma0,http://shopee.vn/product/1431102203/55702775948,Makeup,唇部彩妆,IVCN2026082412691,'380461704324,https://detail.1688.com/offer/982952164872.html?fromk,1688三档价,2026/8/24,'55702775948,23.46 ,相似款,,唇釉
9月化妆品热销品牌品- Judydoll “核心三角”眉笔，纤细三角形防水顺滑眉胶，0.07克,01 Ash Brown,15.39 ,https://cf.shopee.com.my/file/my-11134207-820lc-mr75wzlcrvgmeb,http://shopee.com.my/product/1134999942/55707150323,Makeup,眼部彩妆,IVCN2026082412693,'320637421546,https://detail.1688.com/offer/688666923769.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'55707150323,15.39 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- 【TFIT官方】透明定妆粉 7g - 24小时控油、防水、防油，专为油性肌肤设计,04 Lavender,21.28 ,https://cf.shopee.vn/file/sg-11134207-823rl-mp7gmo6phibmb7,http://shopee.vn/product/1224696340/55763319159,Makeup,面部彩妆,IVCN2026082412695,'351153435873,,爆品竞价,2026/8/24,'55763319159,21.28 ,100%同款,,蜜粉
9月化妆品热销品牌品- 【TFIT官方】透明定妆粉 7g - 24小时控油、防水、防油，专为油性肌肤设计,05 Baby Pink,21.38 ,https://cf.shopee.vn/file/sg-11134207-823pe-mp7gmryyrn5sbf,http://shopee.vn/product/1224696340/55763319159,Makeup,面部彩妆,IVCN2026082412695,'351153435874,,爆品竞价,2026/8/24,'55763319159,21.38 ,100%同款,,蜜粉
9月化妆品热销品牌品- 【TFIT官方】透明定妆粉 7g - 24小时控油、防水、防油，专为油性肌肤设计,02 Skin Beige,21.29 ,https://cf.shopee.vn/file/sg-11134207-823qn-mp7gmi375qff11,http://shopee.vn/product/1224696340/55763319159,Makeup,面部彩妆,IVCN2026082412695,'351153435871,,爆品竞价,2026/8/24,'55763319159,21.29 ,100%同款,,蜜粉
9月化妆品热销品牌品- VEECCI 持久防水自然高光修容盘 8克,Màu nâu (mới),10.24 ,https://cf.shopee.vn/file/sg-11134201-81zvj-mmnagx9q9mh495,http://shopee.vn/product/1531595908/55808229766,Makeup,面部彩妆,IVCN2026082412699,'330731355946,,爆品竞价,2026/8/24,'55808229766,10.24 ,相似款,,高光与修容
9月化妆品热销常规品- 【EXPRESS】红黑RB亮泽唇釉 - 透明，提亮唇色，丰唇，不粘腻,Son bóng,8.77 ,https://cf.shopee.vn/file/sg-11134201-824jh-mpf9ldwlttkyae,http://shopee.vn/product/1753013129/55812154094,Makeup,唇部彩妆,IVCN2026082412701,'346056138214,https://detail.1688.com/offer/969848280533.html?fromkv=cbuPcPl,1688三档价,2026/8/24,'55812154094,8.77 ,相似款,,唇蜜
9月化妆品热销常规品- YSL 气垫粉底液，全新皮革包装,bản đen Couture 20,20.00 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mluibofdwav6cf,http://shopee.vn/product/1769851785/55907224331,Makeup,面部彩妆,IVCN2026082412703,'415644312093,,爆品竞价,2026/8/24,'55907224331,20.00 ,相似款,,粉底
9月化妆品热销品牌品- [KOL] JUDYDOLL 组合装：保湿三色遮瑕盘 & 妆前乳,"#01, Da khô",24.96 ,https://cf.shopee.vn/file/sg-11134201-825as-mqvb8ky8gt8r0f,http://shopee.vn/product/1146758195/55957405371,Makeup,面部彩妆,IVCN2026082412705,'420658306334,,爆品竞价,2026/8/24,'55957405371,24.96 ,100%同款,,高光与修容
9月化妆品热销常规品- Lessxcoco 黑魔法秘密唇膏 防水防汗，高光泽，保湿持久,Rose Red Bean Paste,3.15 ,https://cf.shopee.com.my/file/my-11134207-820lh-moxqvbocq87jc3,http://shopee.com.my/product/1808433504/55961476001,Makeup,唇部彩妆,IVCN2026082412707,'320997858949,https://detail.1688.com/offer/967816574772.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'55961476001,3.15 ,相似款（LFF）,,口红
9月化妆品热销常规品- 金属刷头睫毛膏，黑色管身，细刷头，日常睫毛妆容,Preto,10.88 ,https://cf.shopee.com.br/file/sg-11134201-8262u-mjnyicbzt3wl1b,http://shopee.com.br/product/745631864/56007318302,Makeup,眼部彩妆,IVCN2026082412709,'390651370370,,爆品竞价,2026/8/24,'56007318302,10.88 ,相似款,,睫毛膏
9月化妆品热销常规品- 美宝莲 Lifter Gloss 唇釉 5.4ml - Hasaki 正品,004 Silk,3.50 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mp21fb7dxkpba8,http://shopee.vn/product/18644537/56011654425,Makeup,唇部彩妆,IVCN2026082412711,'356012470944,https://detail.1688.com/offer/1009966785972.html?fromk,1688三档价,2026/8/24,'56011654425,3.50 ,100%同款,,唇蜜
9月化妆品热销常规品- 美宝莲 Lifter Gloss 唇釉 5.4ml - Hasaki 正品,008 Stone,3.50 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mp21fjxumjv2cb,http://shopee.vn/product/18644537/56011654425,Makeup,唇部彩妆,IVCN2026082412711,'356012470946,https://detail.1688.com/offer/1009966785972.html?fromk,1688三档价,2026/8/24,'56011654425,3.50 ,100%同款,,唇蜜
9月化妆品热销常规品- 美宝莲 Lifter Gloss 唇釉 5.4ml - Hasaki 正品,016 Rust,3.50 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mp21gjeywyddd8,http://shopee.vn/product/18644537/56011654425,Makeup,唇部彩妆,IVCN2026082412711,'356012470948,https://detail.1688.com/offer/1009966785972.html?fromk,1688三档价,2026/8/24,'56011654425,3.50 ,100%同款,,唇蜜
9月化妆品热销常规品- 美宝莲 Lifter Gloss 唇釉 5.4ml - Hasaki 正品,005 Petal,3.50 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mp21ffbyyy9sfa,http://shopee.vn/product/18644537/56011654425,Makeup,唇部彩妆,IVCN2026082412711,'356012470945,https://detail.1688.com/offer/1009966785972.html?fromk,1688三档价,2026/8/24,'56011654425,3.50 ,100%同款,,唇蜜
9月化妆品热销常规品- Saem Cover Perfection Tip 遮瑕膏，色号 1、1.5 和 2，是一款提亮遮瑕膏。,Tone Brightener,5.08 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mmyvvk22n5z598,http://shopee.vn/product/12964260/56058684351,Makeup,面部彩妆,IVCN2026082412716,'310771688596,,爆品竞价,2026/8/24,'56058684351,5.08 ,100%同款,,遮瑕
9月化妆品热销品牌品- Kate 棒状遮瑕膏 A 3克,Màu be tự nhiên,18.23 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mm5uikwdeupv63,http://shopee.vn/product/1696898786/56107446233,Makeup,面部彩妆,IVCN2026082412718,'435662375262,,爆品竞价,2026/8/24,'56107446233,18.23 ,相似款,,遮瑕
9月化妆品热销品牌品- Hannah Olala x RED CHAMBER HARUKI 多用途彩妆霜，适用于眼部、脸颊和唇部,RC401 Lekui,37.67 ,https://cf.shopee.vn/file/cn-11134207-820l4-mp8v0ve01kw2f4,http://shopee.vn/product/1316075986/56156023599,Makeup,面部彩妆,IVCN2026082412720,'381045444718,,爆品竞价,2026/8/24,'56156023599,37.67 ,100%同款,,腮红
9月化妆品热销品牌品- Hannah Olala x RED CHAMBER HARUKI 多用途彩妆霜，适用于眼部、脸颊和唇部,C303 Monsia,10.53 ,https://cf.shopee.vn/file/cn-11134207-820l4-mjjnkdrn7ny924,http://shopee.vn/product/1316075986/56156023599,Makeup,面部彩妆,IVCN2026082412720,'435548431302,,爆品竞价,2026/8/24,'56156023599,10.53 ,100%同款,,腮红
9月化妆品热销常规品- Luna持久遮瑕笔（Co​​ver-Fit）7.5克,02 Beige,18.12 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mln5uvfufklgf4,http://shopee.vn/product/713699311/56157004696,Makeup,面部彩妆,IVCN2026082412723,'400625795851,,爆品竞价,2026/8/24,'56157004696,18.12 ,100%同款,,遮瑕
9月化妆品热销常规品- 三合一眼线笔、眉粉、睫毛定型液，快速上妆，多用途，防水。,Eyelash seal,12.46 ,https://cf.shopee.com.br/file/sg-11134201-81zvu-mmskrmh9odmq33,http://shopee.com.br/product/987326304/56208395470,Makeup,眼部彩妆,IVCN2026082412725,'340744977631,,爆品竞价,2026/8/24,'56208395470,12.46 ,相似款,,其他
9月化妆品热销品牌品- 这款多功能腮红融合了资生堂独有的色彩+光泽增强护肤技术。,#1,20.00 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mmik7yxxy1aedd,http://shopee.vn/product/392896126/56307435685,Makeup,面部彩妆,IVCN2026082412727,'405661074164,,爆品竞价,2026/8/24,'56307435685,20.00 ,100%同款,,腮红
9月化妆品热销品牌品- JUDYDOLL Soft Matte Lip Pencil 柔雾唇线笔 | Long-Lasting Lip Liner | Velvet Matte Finish,C01,15.26 ,https://cf.shopee.sg/file/cn-11134207-820l4-mp97mkwzgj5s38,http://shopee.sg/product/332457883/56361903482,Makeup,唇部彩妆,IVCN2026082411770,'244256220309,https://detail.1688.com/offer/1062875552012.html?fromk,1688三档价,2026/8/24,'56361903482,15.26 ,100%同款,,唇线笔
9月化妆品热销品牌品- KYUNGLAB Eternal Fit 气垫粉底液 14G 提供完美的控油和遮瑕效果，打造轻薄、光滑、哑光的妆效，并具有 SPF 50+ 的防晒指数。,ROSE - TRẮNG HỒNG,51.82 ,https://cf.shopee.vn/file/vn-11134207-820l4-mhu7siyupn9kdc,http://shopee.vn/product/1059001247/56402568724,Makeup,面部彩妆,IVCN2026082412729,'335249009041,,爆品竞价,2026/8/24,'56402568724,51.82 ,相似款,,粉底
9月化妆品热销常规品- Chemist Shea Kiss Proof Lip Tint,Coffee,4.50 ,https://cf.shopee.ph/file/ph-11134207-820le-mpamc4dmrifh64,http://shopee.ph/product/455680334/56453918150,Makeup,唇部彩妆,IVCN2026082412731,'272687369259,https://detail.1688.com/offer/1067413498990.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'56453918150,4.50 ,相似款（LFF）,,唇釉
9月化妆品热销常规品- （正品）SPENNY 柔雾腮红 - 柔滑哑光，持久显色，打造自然妆容 6.2克,913 Tím,24.33 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpc8v7kriadnc8,http://shopee.vn/product/1151716219/56462049718,Makeup,面部彩妆,IVCN2026082412733,'416047634533,,爆品竞价,2026/8/24,'56462049718,24.33 ,相似款,,腮红
9月化妆品热销常规品- [UCANBE] UCANBE 15色眼影盘，色彩丰富，包含柔滑、珠光和哑光三种质地,18-Ice Mist Purple,12.89 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpkl74578zcw61,http://shopee.vn/product/271793832/56462361768,Makeup,眼部彩妆,IVCN2026082412735,'321072049980,,爆品竞价,2026/8/24,'56462361768,12.89 ,相似款,,眼影
9月化妆品热销常规品- [UCANBE] UCANBE 15色眼影盘，色彩丰富，包含柔滑、珠光和哑光三种质地,08-Mint Candy,11.69 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpkl6400pmvh9d,http://shopee.vn/product/271793832/56462361768,Makeup,眼部彩妆,IVCN2026082412735,'316072650208,,爆品竞价,2026/8/24,'56462361768,11.69 ,相似款,,眼影
9月化妆品热销常规品- 【正品现货】Flower Knows Knight 独角兽缎面腮红系列,Màu 4,30.86 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mp98bkejgyz360,http://shopee.vn/product/100019058/56511915194,Makeup,面部彩妆,IVCN2026082412738,'446035326634,,爆品竞价,2026/8/24,'56511915194,30.86 ,相似款,,腮红
9月化妆品热销常规品- 【正品现货】Flower Knows Knight 独角兽缎面腮红系列,Màu 2,27.49 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mp98bdaiqa6nbc,http://shopee.vn/product/100019058/56511915194,Makeup,面部彩妆,IVCN2026082412738,'446035326637,,爆品竞价,2026/8/24,'56511915194,27.49 ,相似款,,腮红
9月化妆品热销常规品- KESRTOW 轻薄透气粉底液 30g - 2026 新款 ❤️ 超级火爆,# 1: da sáng,29.07 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpkj8tr5f4zy52,http://shopee.vn/product/1154453597/56662357098,Makeup,面部彩妆,IVCN2026082412741,'331071677507,,爆品竞价,2026/8/24,'56662357098,29.07 ,相似款,,粉底
9月化妆品热销常规品- KESRTOW 轻薄透气粉底液 30g - 2026 新款 ❤️ 超级火爆,# 2: da tự nhiên,29.03 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mpkj936rgj66ab,http://shopee.vn/product/1154453597/56662357098,Makeup,面部彩妆,IVCN2026082412741,'331071677508,,爆品竞价,2026/8/24,'56662357098,29.03 ,相似款,,粉底
9月化妆品热销常规品- INTO YOU 唇膏、润唇膏、泥状唇膏、亮泽唇膏、唇彩、多功能二合一泥状唇膏（可用于眼部和唇部）,#EM10 Màu Mocha hun,3.49 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mmblebf9oopb57,http://shopee.vn/product/1660902101/56707792574,Makeup,唇部彩妆,IVCN2026082412744,'315693678657,https://detail.1688.com/offer/1027170535099.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'56707792574,3.49 ,100%同款,,口红
9月化妆品热销常规品- FOCALLURE 全效遮盖眉毛染色睫毛膏 细刷头 自然不脱色 持久,BR03,12.02 ,https://cf.shopee.com.my/file/sg-11134201-81ztq-mie9ux0u50jla3,http://shopee.com.my/product/1689544435/56803268331,Makeup,眼部彩妆,IVCN2026082412746,'370315012517,https://detail.1688.com/offer/994384999231.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'56803268331,12.02 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销常规品- FOCALLURE 持久保湿防水眼影盘 9.6克,#PK07,17.13 ,https://cf.shopee.vn/file/sg-11134201-823r8-monv638ws83zfa,http://shopee.vn/product/1414338057/56811097502,Makeup,眼部彩妆,IVCN2026082412748,'415967364211,https://detail.1688.com/offer/796724177266.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'56811097502,17.13 ,100%同款,,眼影
9月化妆品热销常规品- FOCALLURE 持久保湿防水眼影盘 9.6克,#BR02,15.76 ,https://cf.shopee.vn/file/sg-11134201-823ow-monv62zj8h6q8a,http://shopee.vn/product/1414338057/56811097502,Makeup,眼部彩妆,IVCN2026082412748,'415967364210,https://detail.1688.com/offer/796724177266.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'56811097502,15.76 ,100%同款,,眼影
9月化妆品热销常规品- Dirovo 气垫粉底液 - 控油，遮瑕力强 - 柔滑哑光，持久妆效 12克,D01(Trắng ngà),34.88 ,https://cf.shopee.vn/file/cn-11134207-820l4-mlg8g5of41l405,http://shopee.vn/product/1720715641/56856772725,Makeup,面部彩妆,IVCN2026082412751,'425609125734,,爆品竞价,2026/8/24,'56856772725,34.88 ,相似款,,粉底
